icd9,phecode,phenotype
64303,643,Excessive vomiting in pregnancy
64313,643,Excessive vomiting in pregnancy
64313,643,Excessive vomiting in pregnancy
64403,636,Early or threatened labor; hemorrhage in early pregnancy
64403,636,Early or threatened labor; hemorrhage in early pregnancy
64421,636,Early or threatened labor; hemorrhage in early pregnancy
64421,636,Early or threatened labor; hemorrhage in early pregnancy
64621,646,Other complications of pregnancy NEC
64623,646,Other complications of pregnancy NEC
64653,647,Infectious and parasitic complications affecting pregnancy
64661,647,Infectious and parasitic complications affecting pregnancy
64663,647,Infectious and parasitic complications affecting pregnancy
64664,647,Infectious and parasitic complications affecting pregnancy
64671,646,Other complications of pregnancy NEC
64673,646,Other complications of pregnancy NEC
64681,646,Other complications of pregnancy NEC
64682,646,Other complications of pregnancy NEC
64683,646,Other complications of pregnancy NEC
64761,647,Infectious and parasitic complications affecting pregnancy
64781,647,Infectious and parasitic complications affecting pregnancy
64782,647,Infectious and parasitic complications affecting pregnancy
64783,647,Infectious and parasitic complications affecting pregnancy
64784,647,Infectious and parasitic complications affecting pregnancy
64793,647,Infectious and parasitic complications affecting pregnancy
64801,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64803,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64804,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64811,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64813,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64814,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64821,644,Anemia during pregnancy
64822,644,Anemia during pregnancy
64823,644,Anemia during pregnancy
64824,644,Anemia during pregnancy
64831,316,Substance addiction and disorders
64833,316,Substance addiction and disorders
64841,306,Other mental disorder
64842,306,Other mental disorder
64843,306,Other mental disorder
64844,306,Other mental disorder
64852,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64861,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64862,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64863,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64864,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64881,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64883,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64884,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64891,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64892,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64893,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64894,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64903,318,Tobacco use disorder
64904,318,Tobacco use disorder
64913,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64914,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64931,286,Coagulation defects
64933,286,Coagulation defects
64934,286,Coagulation defects
64943,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
64944,649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
65404,619,Noninflammatory female genital disorders
65404,619,Noninflammatory female genital disorders
65411,654,Other and unspecified complications of birth; puerperium affecting management of mother
65414,654,Other and unspecified complications of birth; puerperium affecting management of mother
65441,619,Noninflammatory female genital disorders
65441,619,Noninflammatory female genital disorders
65444,619,Noninflammatory female genital disorders
65444,619,Noninflammatory female genital disorders
65451,636,Early or threatened labor; hemorrhage in early pregnancy
65451,636,Early or threatened labor; hemorrhage in early pregnancy
65571,655,Known or suspected fetal abnormality affecting management of mother
65583,655,Known or suspected fetal abnormality affecting management of mother
65613,654,Other and unspecified complications of birth; puerperium affecting management of mother
65641,634,Miscarriage; stillbirth
65651,655,Known or suspected fetal abnormality affecting management of mother
65661,655,Known or suspected fetal abnormality affecting management of mother
65671,655,Known or suspected fetal abnormality affecting management of mother
65701,653,Problems associated with amniotic cavity and membranes
65801,653,Problems associated with amniotic cavity and membranes
65821,653,Problems associated with amniotic cavity and membranes
65921,655,Known or suspected fetal abnormality affecting management of mother
65971,655,Known or suspected fetal abnormality affecting management of mother
65971,655,Known or suspected fetal abnormality affecting management of mother
66511,635,Hemorrhage during pregnancy; childbirth and postpartum
66524,619,Noninflammatory female genital disorders
66524,619,Noninflammatory female genital disorders
66602,635,Hemorrhage during pregnancy; childbirth and postpartum
66602,635,Hemorrhage during pregnancy; childbirth and postpartum
66604,635,Hemorrhage during pregnancy; childbirth and postpartum
66604,635,Hemorrhage during pregnancy; childbirth and postpartum
66612,635,Hemorrhage during pregnancy; childbirth and postpartum
66612,635,Hemorrhage during pregnancy; childbirth and postpartum
66614,635,Hemorrhage during pregnancy; childbirth and postpartum
66614,635,Hemorrhage during pregnancy; childbirth and postpartum
66622,635,Hemorrhage during pregnancy; childbirth and postpartum
66622,635,Hemorrhage during pregnancy; childbirth and postpartum
66624,635,Hemorrhage during pregnancy; childbirth and postpartum
66624,635,Hemorrhage during pregnancy; childbirth and postpartum
66632,286,Coagulation defects
66634,286,Coagulation defects
66911,669,Complications of labor and delivery NEC
66914,669,Complications of labor and delivery NEC
66921,669,Complications of labor and delivery NEC
66932,669,Complications of labor and delivery NEC
66934,669,Complications of labor and delivery NEC
66941,669,Complications of labor and delivery NEC
66942,669,Complications of labor and delivery NEC
66944,669,Complications of labor and delivery NEC
67002,647,Infectious and parasitic complications affecting pregnancy
67004,647,Infectious and parasitic complications affecting pregnancy
67012,647,Infectious and parasitic complications affecting pregnancy
67014,647,Infectious and parasitic complications affecting pregnancy
67153,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium
67154,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium
67202,654,Other and unspecified complications of birth; puerperium affecting management of mother
67204,654,Other and unspecified complications of birth; puerperium affecting management of mother
67311,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium
67323,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium
67324,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium
67333,647,Infectious and parasitic complications affecting pregnancy
67401,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium
67402,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium
67403,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium
67404,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium
67451,674,Other complications of the puerperium NEC
67454,674,Other complications of the puerperium NEC
67482,674,Other complications of the puerperium NEC
67484,674,Other complications of the puerperium NEC
677,669,Complications of labor and delivery NEC
6802,686,Other local infections of skin and subcutaneous tissue
6805,686,Other local infections of skin and subcutaneous tissue
6806,686,Other local infections of skin and subcutaneous tissue
6809,686,Other local infections of skin and subcutaneous tissue
68100,681,Superficial cellulitis and abscess
68100,681,Superficial cellulitis and abscess
68101,681,Superficial cellulitis and abscess
68101,681,Superficial cellulitis and abscess
68102,681,Superficial cellulitis and abscess
68102,681,Superficial cellulitis and abscess
68110,681,Superficial cellulitis and abscess
68110,681,Superficial cellulitis and abscess
68111,681,Superficial cellulitis and abscess
68111,681,Superficial cellulitis and abscess
6820,681,Superficial cellulitis and abscess
6820,681,Superficial cellulitis and abscess
6821,681,Superficial cellulitis and abscess
6821,681,Superficial cellulitis and abscess
6822,681,Superficial cellulitis and abscess
6822,681,Superficial cellulitis and abscess
6823,681,Superficial cellulitis and abscess
6823,681,Superficial cellulitis and abscess
6824,681,Superficial cellulitis and abscess
6824,681,Superficial cellulitis and abscess
6825,681,Superficial cellulitis and abscess
6825,681,Superficial cellulitis and abscess
6826,681,Superficial cellulitis and abscess
6826,681,Superficial cellulitis and abscess
6827,681,Superficial cellulitis and abscess
6827,681,Superficial cellulitis and abscess
6828,681,Superficial cellulitis and abscess
6829,681,Superficial cellulitis and abscess
683,289,Other diseases of blood and blood-forming organs
684,686,Other local infections of skin and subcutaneous tissue
6850,686,Other local infections of skin and subcutaneous tissue
6851,686,Other local infections of skin and subcutaneous tissue
68601,686,Other local infections of skin and subcutaneous tissue
68609,686,Other local infections of skin and subcutaneous tissue
6861,686,Other local infections of skin and subcutaneous tissue
6868,686,Other local infections of skin and subcutaneous tissue
6869,686,Other local infections of skin and subcutaneous tissue
69010,690,Erythematosquamous dermatosis
69010,690,Erythematosquamous dermatosis
69012,690,Erythematosquamous dermatosis
69012,690,Erythematosquamous dermatosis
69018,690,Erythematosquamous dermatosis
69018,690,Erythematosquamous dermatosis
6910,949,"Allergies, other"
6918,939,Atopic/contact dermatitis due to other or unspecified
6920,939,Atopic/contact dermatitis due to other or unspecified
6923,939,Atopic/contact dermatitis due to other or unspecified
6924,939,Atopic/contact dermatitis due to other or unspecified
6926,931,Contact dermatitis and other eczema due to plants [except food]
69279,938,Dermatitis due to solar radiation
69282,938,Dermatitis due to solar radiation
69289,939,Atopic/contact dermatitis due to other or unspecified
6929,939,Atopic/contact dermatitis due to other or unspecified
6930,939,Atopic/contact dermatitis due to other or unspecified
6931,930,Allergic reaction to food
6938,939,Atopic/contact dermatitis due to other or unspecified
6940,695,Erythematous conditions
6940,695,Erythematous conditions
6940,695,Erythematous conditions
6944,695,Erythematous conditions
6944,695,Erythematous conditions
6944,695,Erythematous conditions
6945,695,Erythematous conditions
6945,695,Erythematous conditions
6945,695,Erythematous conditions
6948,695,Erythematous conditions
6948,695,Erythematous conditions
6950,695,Erythematous conditions
6950,695,Erythematous conditions
6951,695,Erythematous conditions
6951,695,Erythematous conditions
69510,695,Erythematous conditions
69510,695,Erythematous conditions
69512,695,Erythematous conditions
69512,695,Erythematous conditions
69513,695,Erythematous conditions
69513,695,Erythematous conditions
69514,695,Erythematous conditions
69514,695,Erythematous conditions
69515,695,Erythematous conditions
69515,695,Erythematous conditions
6952,695,Erythematous conditions
6952,695,Erythematous conditions
6952,695,Erythematous conditions
6953,695,Erythematous conditions
6953,695,Erythematous conditions
6954,695,Erythematous conditions
6954,695,Erythematous conditions
6954,695,Erythematous conditions
69550,695,Erythematous conditions
69551,695,Erythematous conditions
69581,695,Erythematous conditions
69581,695,Erythematous conditions
69589,695,Erythematous conditions
69589,695,Erythematous conditions
6959,695,Erythematous conditions
6959,695,Erythematous conditions
